7,572,-120,436005
7,7276,-120,672104
7,8832,-120,9082
8,038799,-121,1443
8,1944,-121,3804
8,35,-121,6165
8,5056,-121,8526
8,6612,-122,0887
8,8168,-122,3248
8,972401,-122,5609
9,128,-122,797005
9,2836,-123,033104
9,4392,-123,2692
9,594801,-123,50531
9,750401,-123,74141
9,906,-123,97751
10,0616,-124,2136
10,2172,-124,4497
10,372801,-124,68581
10,5284,-124,921906
10,684,-125,158005
10,8626,-125,35361
11,041201,-125,5492
11,219801,-125,7448
11,3984,-125,9404
11,577001,-126,136
11,7556,-126,331604
11,9342,-126,52721
12,1128,-126,7228
12,291401,-126,9184
12,469999,-127,114
12,648601,-127,3096
12,827201,-127,505196
13,0058,-127,7008
13,184401,-127,89639
13,363,-128,09201
13,541601,-128,2876
13,7202,-128,4832
13,898801,-128,6788
14,077401,-128,87439
14,2560005,-129,06999
14,456501,-129,2272
14,657001,-129,3844
14,857501,-129,5416
15,058001,-129,6988
15,258501,-129,85599
15,459,-130,0132
15,6595,-130,17041
15,86,-130,32759
16,060501,-130,4848
16,261002,-130,642
16,4615,-130,7992
16,661999,-130,9564
16,8625,-131,1136
17,063,-131,2708
17,2635,-131,42801
17,464,-131,5852
17,6645,-131,7424
17,865,-131,8996
18,0655,-132,0568
18,265999,-132,214
18,473799,-132,35071
18,6816,-132,4874
18,8894,-132,6241
19,097198,-132,7608
19,304998,-132,8975
19,512798,-133,0342
19,7206,-133,1709
19,9284,-133,3076
20,1362,-133,4443
20,344,-133,581
20,551798,-133,7177
20,7596,-133,8544
20,9674,-133,9911
21,175198,-134,12779
21,383,-134,2645
21,590801,-134,4012
21,7986,-134,5379
22,0064,-134,67459
22,2142,-134,8113
22,421999,-134,948
22,630398,-135,08269
22,8388,-135,2174
23,0472,-135,3521
23,255598,-135,48679
23,463997,-135,6215
23,6724,-135,7562
23,880798,-135,8909
24,0892,-136,0256
24,2976,-136,1603
24,505999,-136,295
24,714397,-136,4297
24,9228,-136,56439
25,131199,-136,6991
25,3396,-136,8338
25,548,-136,9685
25,7564,-137,10321
25,964798,-137,2379
26,173199,-137,3726
26,3816,-137,50731
26,59,-137,642
26,784498,-137,8132
26,978998,-137,9844
27,1735,-138,15561
27,368,-138,3268
27,5625,-138,498
27,757,-138,6692
27,9515,-138,8404
28,146,-139,0116
28,3405,-139,1828
28,535,-139,354
28,7295,-139,5252
28,924,-139,6964
29,1185,-139,8676
29,313002,-140,03879
29,507502,-140,20999
29,702,-140,3812
29,8965,-140,5524
30,091,-140,7236
30,285501,-140,89479
30,480001,-141,066
30,674,-141,2383
30,868,-141,4106
31,062002,-141,5829
31,256,-141,7552
31,45,-141,9275
31,644001,-142,0998
31,838001,-142,2721
32,032,-142,4444
32,225998,-142,6167
32,420002,-142,789
32,614002,-142,96129
32,808002,-143,13359
33,002,-143,3059
33,196,-143,4782
33,390003,-143,6505
33,584,-143,8228
33,778,-143,99509
33,972,-144,16739
34,166,-144,33969
34,36,-144,512
34,5508,-144,691
34,7416,-144,87
34,9324,-145,049
35,1232,-145,228
35,314003,-145,407
35,504803,-145,586
35,695602,-145,765
35,8864,-145,944
36,0772,-146,123
36,268,-146,302
36,4588,-146,481
36,6496,-146,66
36,8404,-146,839
37,0312,-147,018
37,222,-147,19699
37,4128,-147,376
37,6036,-147,555
37,7944,-147,73401
37,9852,-147,913
38,176,-148,09201
38,3731,-148,25621
38,570198,-148,4204
38,7673,-148,58461
38,9644,-148,7488
39,1615,-148,913
39,3586,-149,07721
39,5557,-149,2414
39,7528,-149,40561
39,9499,-149,5698
40,147,-149,73401
40,3441,-149,89821
40,5412,-150,0624
40,7383,-150,22661
40,935402,-150,3908
41,132504,-150,555
41,329605,-150,71921
41,5267,-150,88339
41,7238,-151,0476
41,9209,-151,21179
42,118,-151,376
42,323,-151,5214
42,528,-151,66681
42,733,-151,8122
42,938,-151,9576
43,143,-152,103
43,348003,-152,2484
43,553,-152,3938
43,758003,-152,5392
43,962997,-152,6846
44,168,-152,83
44,373,-152,9754
44,578,-153,1208
44,783,-153,2662
44,988,-153,41159
45,193,-153,55699
45,398003,-153,70241
45,602997,-153,8478
45,808,-153,9932
46,012997,-154,13861
46,218,-154,284
46,423996,-154,426
46,63,-154,56801
46,836,-154,70999
47,042,-154,852
47,248,-154,994
47,454,-155,136
47,659996,-155,278
47,866,-155,42
48,072,-155,562
48,278,-155,70401
48,484,-155,84601
48,69,-155,988
48,896004,-156,13
49,102,-156,272
49,308,-156,414
49,514004,-156,556
49,72,-156,69801
49,926,-156,84
50,132004,-156,982
50,338,-157,12401
50,5508,-157,2453
50,763603,-157,36661
50,976402,-157,48792
51,1892,-157,6092
51,402,-157,7305
51,6148,-157,8518
51,827602,-157,9731
52,0404,-158,0944
52,253204,-158,2157
52,466003,-158,337
52,6788,-158,4583
52,8916,-158,57959
53,1044,-158,7009
53,317204,-158,8222
53,530003,-158,9435
53,742798,-159,0648
53,955605,-159,1861
54,1684,-159,3074
54,381203,-159,4287
54,594,-159,55
54,8016,-159,68561
55,0092,-159,8212
55,216805,-159,9568
55,4244,-160,09239
55,632,-160,228
55,8396,-160,3636
56,047203,-160,49919
56,254803,-160,6348
56,462402,-160,7704
56,67,-160,90599
56,877598,-161,0416
57,085197,-161,1772
57,2928,-161,3128
57,5004,-161,4484
57,708,-161,584
57,915604,-161,7196
58,1232,-161,8552
58,3308,-161,9908
58,5384,-162,1264
58,746,-162,262
58,9414,-162,431
59,136803,-162,6
59,3322,-162,769
59,527596,-162,938
59,723,-163,107
59,9184,-163,276
60,113796,-163,44499
60,3092,-163,61401
60,5046,-163,78299
60,699997,-163,952
60,8954,-164,121
61,090797,-164,29
61,2862,-164,459
61,481598,-164,62799
61,677,-164,797
61,872402,-164,96599
62,0678,-165,13501
62,2632,-165,30399
62,458603,-165,473
62,654,-165,642
62,8495,-165,811
63,045002,-165,98
63,2405,-166,14899
63,435997,-166,318
63,6315,-166,487
63,827,-166,656
64,0225,-166,82498
64,218,-166,994
64,4135,-167,16301
64,609,-167,332
64,804504,-167,50099
65,0,-167,67
65,1955,-167,83902
65,391,-168,008
65,5865,-168,177
65,782005,-168,34601
65,9775,-168,51501
66,173004,-168,684
66,3685,-168,853
66,564,-169,022
66,7732,-169,15442
66,98241,-169,2868
67,191605,-169,41922
67,4008,-169,5516
67,61,-169,684
67,8192,-169,8164
68,028404,-169,9488
68,2376,-170,08119
68,4468,-170,21361
68,656,-170,346
68,8652,-170,4784
69,0744,-170,61081
69,2836,-170,7432
69,492805,-170,87561
69,702,-171,008
69,9112,-171,14041
70,1204,-171,2728
70,3296,-171,4052
70,5388,-171,5376
70,748,-171,67
70,9582,-171,8002
71,168396,-171,93039
71,3786,-172,06061
71,588806,-172,1908
71,799,-172,321
72,0092,-172,4512
72,2194,-172,5814
72,429596,-172,71161
72,6398,-172,8418
72,85,-172,97198
73,0602,-173,1022
73,2704,-173,2324
73,4806,-173,3626
73,6908,-173,49281
73,901,-173,62302
74,1112,-173,7532
74,3214,-173,88339
74,5316,-174,0136
74,741806,-174,14381
74,952,-174,274
75,178406,-174,3053
75,4048,-174,33661
75,631195,-174,3679
75,857605,-174,3992
76,084,-174,43051
76,3104,-174,4618
76,5368,-174,4931
76,7632,-174,5244
76,9896,-174,5557
77,216,-174,587
77,4424,-174,6183
77,6688,-174,6496
77,8952,-174,68091
78,1216,-174,7122
78,348,-174,7435
78,5744,-174,7748
78,800804,-174,80609
79,0272,-174,8374
79,2536,-174,8687
79,479996,-174,9
79,7092,-174,91519
79,9384,-174,9304
80,1676,-174,9456
80,3968,-174,9608
80,626,-174,97601
80,855194,-174,99118
81,0844,-175,0064
81,3136,-175,02159
81,5428,-175,03679
81,772,-175,052
82,0012,-175,0672
82,23039,-175,0824
82,4596,-175,0976
82,6888,-175,1128
82,918,-175,12799
83,1472,-175,14319
83,376396,-175,15839
83,60559,-175,17358
83,8348,-175,18878
84,063995,-175,204
84,29089,-175,1669
84,51779,-175,12979
84,744705,-175,0927
84,9716,-175,0556
85,1985,-175,0185
85,4254,-174,98138
85,6523,-174,94429
85,8792,-174,9072
86,1061,-174,87009
86,333,-174,833
86,5599,-174,7959
86,7868,-174,75879
87,0137,-174,7217
87,2406,-174,6846
87,4675,-174,64749
87,6944,-174,61038
87,921295,-174,57329
88,1482,-174,5362
88,3751,-174,49908
88,602,-174,46199
88,82539,-174,3985
89,0488,-174,335
89,2722,-174,27148
89,495605,-174,208
89,719,-174,1445
89,9424,-174,081
90,165794,-174,0175
90,389206,-173,954
90,6126,-173,8905
90,836,-173,827
91,0594,-173,7635
91,2828,-173,70001
91,5062,-173,63649
91,7296,-173,573
91,953,-173,5095
92,1764,-173,44601
92,399796,-173,3825
92,62321,-173,319
92,8466,-173,2555
93,07,-173,192
93,281006,-173,06882
93,492004,-172,94559
93,703,-172,8224
93,914,-172,6992
94,125,-172,576
94,336006,-172,45282
94,547005,-172,32959
94,758,-172,2064
94,96901,-172,0832
95,17999,-171,95999
95,391,-171,83679
95,602,-171,7136
95,812996,-171,59041
96,024,-171,46721
96,235,-171,344
96,446,-171,2208
96,657,-171,0976
96,868,-170,9744
97,079,-170,8512
97,29,-170,728
97,389404,-170,4516
97,4888,-170,17519
97,5882,-169,8988
97,6876,-169,6224
97,787,-169,34601
97,8864,-169,0696
97,9858,-168,7932
98,085205,-168,51682
98,1846,-168,24039
98,284,-167,964
98,3834,-167,6876
98,4828,-167,4112
98,5822,-167,1348
98,6816,-166,8584
98,781006,-166,582
98,8804,-166,3056
98,9798,-166,0292
99,0792,-165,7528
99,178604,-165,4764
99,278,-165,20001
99,3287,-164,89072
99,37941,-164,58142
99,4301,-164,2721
99,480804,-163,9628
99,531494,-163,6535
99,5822,-163,3442
99,632904,-163,0349
99,6836,-162,7256
99,7343,-162,4163
99,785,-162,10701
99,8357,-161,7977
99,8864,-161,4884
99,937096,-161,17911
99,98779,-160,86978
100,0385,-160,56049
100,089195,-160,25119
100,13989,-159,9419
100,1906,-159,6326
100,2413,-159,32329
100,29199,-159,01399
100,3044,-158,6955
100,31679,-158,377
100,3292,-158,0585
100,3416,-157,73999
100,354,-157,4215
100,3664,-157,103
100,3788,-156,7845
100,3912,-156,466
100,403595,-156,14749
100,41599,-155,829
100,4284,-155,5105
100,440796,-155,19199
100,45319,-154,87349
100,46561,-154,555
100,478,-154,2365
100,4904,-153,918
100,50279,-153,59949
100,5152,-153,28099
100,5276,-152,9625
100,54,-152,644
100,52319,-152,32849
100,5064,-152,013
100,48959,-151,6975
100,4728,-151,382
100,456,-151,0665
100,43919,-150,751
100,4224,-150,4355
100,405594,-150,12
100,3888,-149,8045
100,372,-149,489
100,355194,-149,1735
100,3384,-148,858
100,321594,-148,5425
100,3048,-148,22699
100,288,-147,9115
100,271194,-147,596
100,2544,-147,2805
100,237595,-146,965
100,2208,-146,6495
100,204,-146,334
100,1537,-146,02359
100,10339,-145,7132
100,0531,-145,4028
100,00281,-145,0924
99,9525,-144,782
99,9022,-144,4716
99,851906,-144,1612
99,8016,-143,8508
99,7513,-143,5404
99,701004,-143,23
99,650696,-142,9196
99,6004,-142,60919
99,550095,-142,2988
99,4998,-141,9884
99,4495,-141,678
99,39919,-141,3676
99,3489,-141,05719
99,2986,-140,7468
99,24829,-140,4364
99,198,-140,126
99,1978,-139,8066
99,1976,-139,4872
99,197395,-139,1678
99,1972,-138,8484
99,197,-138,52899
99,19679,-138,2096
99,196594,-137,8902
99,196396,-137,5708
99,1962,-137,2514
99,196,-136,932
99,1958,-136,61261
99,1956,-136,2932
99,195404,-135,9738
99,195206,-135,6544
99,19501,-135,335
99,1948,-135,0156
99,1946,-134,6962
99,194405,-134,3768
99,1942,-134,0574
99,194,-133,738
99,2134,-133,4233
99,2328,-133,10861
99,252205,-132,7939
99,27161,-132,4792
99,291,-132,16449
99,310394,-131,84981
99,3298,-131,5351
99,349205,-131,2204
99,3686,-130,9057
99,38801,-130,591
99,40741,-130,2763
99,4268,-129,96161
99,4462,-129,6469
99,4656,-129,3322
99,48501,-129,0175
99,5044,-128,7028
99,5238,-128,38809
99,54321,-128,0734
99,56261,-127,758705
99,582,-127,444
99,70061,-127,1717
99,8192,-126,8994
99,937805,-126,627106
100,0564,-126,3548
100,175,-126,0825
100,29361,-125,8102
100,41221,-125,5379
100,53081,-125,265594
100,64941,-124,99329
100,768005,-124,72099
100,886604,-124,4487
101,0052,-124,1764
101,1238,-123,9041
101,2424,-123,631805
101,36101,-123,3595
101,47961,-123,0872
101,598206,-122,814896
101,716805,-122,54259
101,8354,-122,270294
101,954,-121,99799
102,1297,-121,827995
102,305405,-121,658005
102,481094,-121,488
102,6568,-121,31799
102,8325,-121,147995
103,0082,-120,978
103,1839,-120,808
103,359604,-120,638
103,5353,-120,467995
103,711,-120,298004
103,8867,-120,128006
104,06239,-119,958
104,2381,-119,787994
104,413795,-119,618
104,5895,-119,448006
104,7652,-119,278
104,9409,-119,108
105,11659,-118,938
105,2923,-118,768005
105,467995,-118,59801
105,687195,-118,505905
105,9064,-118,4138
106,125595,-118,3217
106,344795,-118,2296
106,563995,-118,137505
106,7832,-118,04541
107,0024,-117,9533
107,221596,-117,861206
107,440796,-117,7691
107,659996,-117,677
107,879196,-117,58491
108,098404,-117,4928
108,3176,-117,4007
108,5368,-117,30859
108,756,-117,2165
108,975204,-117,124405
109,194405,-117,0323
109,4136,-116,9402
109,6328,-116,8481
109,852,-116,756
110,0802,-116,7267
110,308395,-116,697395
110,53659,-116,6681
110,7648,-116,6388
110,993004,-116,6095
111,2212,-116,5802
111,449394,-116,5509
111,6776,-116,5216
111,90581,-116,4923
112,134,-116,463
112,3622,-116,4337
112,5904,-116,4044
112,8186,-116,37509
113,0468,-116,345795
113,274994,-116,3165
113,5032,-116,28719
113,7314,-116,2579
113,959595,-116,2286
114,18779,-116,199295
114,416,-116,17
114,6447,-116,150696
114,8734,-116,1314
115,1021,-116,1121
115,3308,-116,0928
115,5595,-116,073494
115,7882,-116,05419
116,01691,-116,0349
116,245605,-116,015594
116,474304,-115,99629
116,702995,-115,977005
116,931694,-115,9577
117,1604,-115,9384
117,3891,-115,9191
117,6178,-115,899796
117,8465,-115,8805
118,075195,-115,8612
118,3039,-115,841896
118,5326,-115,8226
118,7613,-115,8033
118,990005,-115,784
119,2193,-115,7837
119,44861,-115,783394
119,6779,-115,7831
119,907196,-115,78279
120,1365,-115,7825
120,3658,-115,782196
120,5951,-115,7819
120,8244,-115,78159
121,0537,-115,781296
121,283,-115,781006
121,5123,-115,7807
121,7416,-115,7804
121,9709,-115,7801
122,2002,-115,7798
122,429504,-115,779495
122,658806,-115,7792
122,8881,-115,77889
123,1174,-115,778595
123,3467,-115,77829
123,576004,-115,778
123,803604,-115,744
124,031204,-115,71
124,258804,-115,676
124,4864,-115,642
124,714005,-115,607994
124,941605,-115,574
125,169205,-115,54
125,396805,-115,506
125,6244,-115,472
125,852005,-115,438
126,079605,-115,40399
126,307205,-115,369995
126,534805,-115,336
126,7624,-115,302
126,990005,-115,268005
127,217606,-115,234
127,445206,-115,2
127,672806,-115,166
127,9004,-115,131996
128,128,-115,098
128,3557,-115,0673
128,5834,-115,036606
128,8111,-115,005905
129,0388,-114,9752
129,2665,-114,944496
129,4942,-114,913795
129,7219,-114,8831
129,9496,-114,8524
130,17729,-114,8217
130,405,-114,79099
130,6327,-114,76029
130,86041,-114,7296
131,0881,-114,6989
131,3158,-114,6682
131,5435,-114,6375
131,77121,-114,6068
131,9989,-114,576096
132,2266,-114,545395
132,4543,-114,514694
132,682,-114,48399
132,91139,-114,4837
133,14081,-114,4834
133,3702,-114,4831
133,5996,-114,482796
133,82901,-114,4825
134,0584,-114,48219
134,2878,-114,481895
134,5172,-114,48159
134,7466,-114,48129
134,97601,-114,48099
135,2054,-114,4807
135,4348,-114,4804
135,6642,-114,480095
135,8936,-114,4798
136,123,-114,47949
136,3524,-114,4792
136,5818,-114,4789
136,8112,-114,4786
137,0406,-114,478294
137,27,-114,478
137,4963,-114,438
137,72261,-114,397995
137,9489,-114,357994
138,1752,-114,318
138,4015,-114,27799
138,62779,-114,23799
138,8541,-114,198
139,0804,-114,158005
139,3067,-114,118
139,533,-114,077995
139,75931,-114,038
139,9856,-113,99799
140,2119,-113,95799
140,4382,-113,918
140,6645,-113,878006
140,8908,-113,838
141,1171,-113,798
141,3434,-113,758
141,5697,-113,717995
141,79599,-113,67799
142,02051,-113,615
142,245,-113,552
142,4695,-113,489
142,694,-113,425995
142,9185,-113,363
143,14299,-113,3
143,3675,-113,237
143,592,-113,173996
143,8165,-113,111
144,041,-113,048004
144,2655,-112,985
144,49,-112,922
144,7145,-112,859
144,939,-112,796005
145,1635,-112,733
145,388,-112,67
145,6125,-112,607
145,837,-112,54401
146,0615,-112,481
146,286,-112,418
146,5104,-112,353806
146,7348,-112,2896
146,9592,-112,2254
147,1836,-112,16121
147,408,-112,09701
147,6324,-112,03281
147,8568,-111,968605
148,08119,-111,9044
148,3056,-111,8402
148,53,-111,77601
148,75441,-111,71181
148,9788,-111,647606
149,2032,-111,583405
149,42761,-111,5192
149,65201,-111,455
149,8764,-111,3908
150,1008,-111,32661
150,3252,-111,262405
150,5496,-111,198204
150,774,-111,134
150,9969,-111,06311
151,2198,-110,9922
151,4427,-110,92131
151,6656,-110,8504
151,8885,-110,7795
152,11139,-110,7086
152,3343,-110,6377
152,5572,-110,566795
152,7801,-110,4959
153,003,-110,424995
153,22589,-110,354095
153,4488,-110,2832
153,6717,-110,212296
153,89459,-110,1414
154,1175,-110,070496
154,3404,-109,9996
154,56331,-109,928696
154,78621,-109,857796
155,0091,-109,786896
155,232,-109,715996
155,4449,-109,5988
155,65779,-109,48159
155,8707,-109,364395
156,0836,-109,2472
156,29651,-109,130005
156,5094,-109,012794
156,72229,-108,8956
156,93521,-108,7784
157,1481,-108,661194
157,36101,-108,544
157,5739,-108,4268
157,7868,-108,30959
157,99971,-108,1924
158,2126,-108,075195
158,4255,-107,95799
158,6384,-107,8408
158,8513,-107,7236
159,06421,-107,6064
159,2771,-107,4892
159,49,-107,371994
159,6737,-107,1922
159,8574,-107,0124
160,0411,-106,832596
160,2248,-106,652794
160,4085,-106,473
160,59221,-106,2932
160,77591,-106,113396
160,95961,-105,9336
161,14331,-105,75379
161,327,-105,574
161,5107,-105,3942
161,69441,-105,21439
161,87811,-105,0346
162,0618,-104,8548
162,2455,-104,674995
162,4292,-104,4952
162,6129,-104,3154
162,79662,-104,1356
162,98032,-103,955795
163,164,-103,776
163,3114,-103,5388
163,4588,-103,301605
163,6062,-103,06439
163,7536,-102,827194
163,901,-102,59
164,0484,-102,3528
164,1958,-102,1156
164,3432,-101,878395
164,4906,-101,6412
164,638,-101,404
164,7854,-101,1668
164,9328,-100,9296
165,0802,-100,6924
165,2276,-100,4552
165,375,-100,218
165,5224,-99,980804
165,6698,-99,74361
165,8172,-99,50639
165,9646,-99,269196
166,112,-99,032
166,1997,-98,7376
166,2874,-98,44321
166,3751,-98,1488
166,4628,-97,8544
166,5505,-97,560005
166,6382,-97,265594
166,7259,-96,9712
166,8136,-96,676796
166,9013,-96,3824
166,989,-96,088
167,0767,-95,7936
167,1644,-95,4992
167,2521,-95,2048
167,3398,-94,9104
167,4275,-94,616
167,5152,-94,321594
167,6029,-94,02719
167,6906,-93,732796
167,7783,-93,4384
167,866,-93,144
167,9154,-92,8337
167,9648,-92,52339
168,0142,-92,2131
168,0636,-91,9028
168,113,-91,5925
168,1624,-91,282196
168,2118,-90,9719
168,2612,-90,661606
168,31061,-90,351295
168,36,-90,041
168,40941,-89,7307
168,4588,-89,420395
168,50821,-89,1101
168,5576,-88,799805
168,60701,-88,489494
168,6564,-88,1792
168,70581,-87,8689
168,7552,-87,5586
168,80461,-87,2483
168,854,-86,938
168,99721,-86,6899
169,14041,-86,4418
169,2836,-86,1937
169,4268,-85,945595
169,57,-85,697495
169,71321,-85,4494
169,85641,-85,2013
169,9996,-84,9532
170,1428,-84,70511
170,28601,-84,457
170,42921,-84,2089
170,57242,-83,9608
170,7156,-83,7127
170,8588,-83,4646
171,00201,-83,21651
171,1452,-82,96841
171,28842,-82,7203
171,4316,-82,4722
171,5748,-82,224106
171,718,-81,976006
171,9047,-81,79271
172,0914,-81,609406
172,2781,-81,4261
172,46481,-81,2428
172,6515,-81,0595
172,83821,-80,8762
173,0249,-80,6929
173,21161,-80,509605
173,3983,-80,3263
173,58502,-80,143005
173,7717,-79,9597
173,9584,-79,7764
174,14511,-79,5931
174,3318,-79,4098
174,51851,-79,2265
174,7052,-79,0432
174,8919,-78,8599
175,0786,-78,6766
175,26532,-78,4933
175,452,-78,31
175,60951,-78,0793
175,767,-77,848595
175,92451,-77,6179
176,082,-77,3872
176,2395,-77,156494
176,397,-76,9258
176,5545,-76,6951
176,712,-76,4644
176,8695,-76,233696
177,02701,-76,003
177,18451,-75,7723
177,34201,-75,541595
177,49951,-75,3109
177,65701,-75,0802
177,8145,-74,8495
177,97202,-74,6188
178,1295,-74,3881
178,28702,-74,1574
178,4445,-73,9267
178,602,-73,696
178,75711,-73,462204
178,9122,-73,22839
179,0673,-72,9946
179,22241,-72,760796
179,37752,-72,527
179,53261,-72,2932
179,68771,-72,059395
179,84282,-71,8256
179,9979,-71,5918
180,15302,-71,358
180,3081,-71,1242
180,4632,-70,890396
180,6183,-70,6566
180,7734,-70,4228
180,9285,-70,188995
181,0836,-69,9552
181,23871,-69,7214
181,39381,-69,4876
181,5489,-69,2538
181,70401,-69,02
181,85251,-68,778
182,001,-68,536
182,1495,-68,294
